ID,APPLICANT,APPLICATION_ID,AGREEMENT_ID,EDB_LOAN_ID,EDB_CUSTOMER_ID,REQUEST_TYPE,CURRENT_SALARY,OVER_DUE_AMT,OVER_DUE_MONTHS,DEDUCT_FROM_SALARY,APPROVED_REQUEST_TYPE,NEW_EMI_APPLICABLE_MONTHS,CURRENT_EMI_AMT,NEW_EMI_AMT,CREATED_DATE,STATUS,APPROVED_DATE,JUSTIFICATIONS,REMARKS,UNTIL_LOAN_END,ADDITIONAL_MONTHS,ADDITIONAL_PREMIUM,START_MONTH,START_YEAR
MRE_AR_3113,MMOEI_19823046022,MSZHP_143314,MAGREE_47149,LD1834361734,118360,UPDATE_INSTALLMENT,23915,31801,7,YES,UPDATE_INSTALLMENT,,4543,240.91,2024-01-29 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,132,240.91,1,2024
MRE_AR_3114,MMOEI_19853055166,MSZHP_116833,MAGREE_113626,LD1524503358,17656,UPDATE_INSTALLMENT,24700,120025,25,YES,UPDATE_INSTALLMENT,,4801,139,2024-01-29 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,0,139,1,2024
MRE_AR_3115,MMOEI_196230114116,MSZHP_114535,MAGREE_33032,LD1524503553,17861,TRANSFER_ARREARS,17690,53564,13,YES,TRANSFER_ARREARS,,4044,0,2024-01-29 00:00:00,APPROVED,2024-02-05 00:00:00,Bulk Approved by Manager,,,0,0,1,2024
MRE_AR_3117,MMOEI_19867073166,MSZHP_125144,MAGREE_37070,LD1609570300,103620,UPDATE_INSTALLMENT,25015,64258,19,YES,UPDATE_INSTALLMENT,,3382,509.98,2024-01-29 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,126,509.98,2,2024
MRE_AR_3118,MMOEI_19816024013,MSZHP_141394,MAGREE_43519,LD1807866067,114328,TRANSFER_ARREARS,16700,16353,3,YES,TRANSFER_ARREARS,,5451,0,2024-01-29 00:00:00,APPROVED,2024-02-05 00:00:00,Bulk Approved by Manager,,,0,0,2,2024
MRE_AR_3119,MMOEI_19966026480,MSZHP_185400,MAGREE_133254,LD2329035305,160736,UPDATE_INSTALLMENT,18832,10326,3,YES,UPDATE_INSTALLMENT,,3442,312.9,2024-01-29 00:00:00,APPROVED,2024-02-05 00:00:00,Bulk Approved by Manager,,,33,312.9,1,2024
MRE_AR_3120,MMOEI_19683054354,MSZHP_54974,MAGREE_68751,LD1524593840,10071,UPDATE_INSTALLMENT,26800,39195,13,YES,UPDATE_INSTALLMENT,,3015,1187.72,2024-01-30 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,33,1187.72,1,2024
MRE_AR_3121,MMOEI_1984708698,MSZHP_60785,MAGREE_28702,LD1524506572,13783,UPDATE_INSTALLMENT,34,39015,11,YES,UPDATE_INSTALLMENT,,3468,1147.5,2024-01-30 00:00:00,APPROVED,2024-02-05 00:00:00,Bulk Approved by Manager,,,34,1147.5,2,2024
MRE_AR_3122,MMOEI_19936017490,MSZHP_145262,MAGREE_109182,LD1932913398,123385,UPDATE_INSTALLMENT,23180,32010,10,YES,UPDATE_INSTALLMENT,,3201,1185.56,2024-01-30 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,27,1185.56,2,2024
MRE_AR_3126,MMOEI_19834016808,MSZHP_58276,MAGREE_42672,LD1524504002,18319,TRANSFER_ARREARS,0,5475,3,YES,TRANSFER_ARREARS,,1825,0,2024-02-01 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,0,0,2,2024
MRE_AR_3129,MMOEI_19906131734,MSZHP_142919,MAGREE_107148,LD1906957869,119747,UPDATE_INSTALLMENT,15058,96906,31,YES,UPDATE_INSTALLMENT,,3126,290,2024-02-01 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,0,290,2,2024
MRE_AR_3133,MMOEI_199230127862,MSZHP_129394,MAGREE_132831,LD2317088020,159790,UPDATE_INSTALLMENT,24000,6334,2,YES,UPDATE_INSTALLMENT,,3167,527.83,2024-02-02 00:00:00,APPROVED,2024-02-05 00:00:00,Bulk Approved by Manager,,,12,527.83,2,2024
MRE_AR_3136,MMOEI_1969202269,MSZHP_128486,MAGREE_109957,LD1930467324,115039,TRANSFER_ARREARS,10000,6550,3,YES,TRANSFER_ARREARS,,2275,0,2024-02-02 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,0,0,2,2024
MRE_AR_3137,MMOEI_1948401110,MSZHP_54264,MAGREE_76713,LD1524594963,11650,UPDATE_INSTALLMENT,12585,6668,4,YES,UPDATE_INSTALLMENT,,1667,512.92,2024-02-02 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,13,512.92,2,2024
MRE_AR_3138,MMOEI_1992714647,MSZHP_150661,MAGREE_133302,LD1933050801,123389,UPDATE_INSTALLMENT,47100,23427,3,YES,UPDATE_INSTALLMENT,,7809,976.13,2024-02-04 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,24,976.13,2,2024
MRE_AR_3139,MMOEI_19756022935,MSZHP_68452,MAGREE_35591,LD1528504566,101021,UPDATE_INSTALLMENT,30700,138736,29,YES,UPDATE_INSTALLMENT,,4784,1308.83,2024-02-05 00:00:00,APPROVED,2024-02-28 00:00:00,Bulk Approved by Manager,,,106,1308.83,2,2024
MRE_AR_3141,MMOEI_19856131416,MSZHP_60109,MAGREE_31517,LD1524502272,16351,UPDATE_INSTALLMENT,23500,2421,1,YES,UPDATE_INSTALLMENT,,2421,605.25,2024-02-05 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,4,605.25,2,2024
MRE_AR_3142,MMOEI_1984616675,MSZHP_75301,MAGREE_31242,LD1524501413,14871,UPDATE_INSTALLMENT,27054,232875,69,YES,UPDATE_INSTALLMENT,,3375,2042.7,2024-02-05 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,114,2042.7,3,2024
MRE_AR_3145,MMOEI_19816024059,MSZHP_53885,MAGREE_31539,LD1524506996,14614,UPDATE_INSTALLMENT,23670,75164,23,YES,UPDATE_INSTALLMENT,,3268,939.55,2024-02-05 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,80,939.55,2,2024
MRE_AR_3147,MMOEI_1981308332,MSZHP_116758,MAGREE_112760,LD1531225443,101554,UPDATE_INSTALLMENT,26500,51936,16,YES,UPDATE_INSTALLMENT,,3246,1623,2024-02-05 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,32,1623,2,2024
MRE_AR_3148,MMOEI_19866093428,MSZHP_147160,MAGREE_108019,LD1902948965,119156,UPDATE_INSTALLMENT,24900,30940,7,YES,UPDATE_INSTALLMENT,,4420,552.5,2024-02-05 00:00:00,APPROVED,2024-03-01 00:00:00,Bulk Approved by Manager,,,56,552.5,2,2024
MRE_AR_3149,MMOEI_19896025803,MSZHP_141895,MAGREE_46336,LD1807307027,114218,UPDATE_INSTALLMENT,22372,7090,2,YES,UPDATE_INSTALLMENT,,3545,506.43,2024-02-06 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,14,506.43,2,2024
MRE_AR_3150,MMOEI_1984703945,MSZHP_125023,MAGREE_113629,LD1524504127,18445,UPDATE_INSTALLMENT,29250,81430,17,YES,UPDATE_INSTALLMENT,,4790,1005.31,2024-02-06 00:00:00,APPROVED,2024-02-28 00:00:00,Bulk Approved by Manager,,,81,1005.31,2,2024
MRE_AR_3151,MMOEI_19797021802,MSZHP_153140,MAGREE_116394,LD2102490062,141090,UPDATE_INSTALLMENT,224000,52182,18,YES,UPDATE_INSTALLMENT,,2899,1003.5,2024-02-06 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,52,1003.5,2,2024
MRE_AR_3152,MMOEI_19863047403,MSZHP_148792,MAGREE_132577,LD1933835791,123443,UPDATE_INSTALLMENT,30360,4968,1,YES,UPDATE_INSTALLMENT,,4968,552,2024-02-06 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,9,552,2,2024
MRE_AR_3153,MMOEI_19857072996,MSZHP_136034,MAGREE_39687,LD1709543648,108147,UPDATE_INSTALLMENT,23030,64816,16,YES,UPDATE_INSTALLMENT,,4051,553.98,2024-02-07 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,117,553.98,2,2024
MRE_AR_3155,MMOEI_19845018103,MSZHP_149683,MAGREE_115023,LD1914363400,120786,UPDATE_INSTALLMENT,37010,25965,5,YES,UPDATE_INSTALLMENT,,5193,2163.75,2024-02-07 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,12,2163.75,2,2024
MRE_AR_3156,MMOEI_19776032023,MSZHP_134820,MAGREE_40631,LD1712280135,108575,UPDATE_INSTALLMENT,31470,2247,1,YES,UPDATE_INSTALLMENT,,2247,561.75,2024-02-07 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,4,561.75,2,2024
MRE_AR_3159,MMOEI_19786015175,MSZHP_54689,MAGREE_31465,LD1524507363,15336,UPDATE_INSTALLMENT,33000,41376,12,YES,UPDATE_INSTALLMENT,,3448,1149.33,2024-02-08 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,36,1149.33,2,2024
MRE_AR_3160,MMOEI_1985610732,MSZHP_143413,MAGREE_46622,LD1826107154,117179,UPDATE_INSTALLMENT,45925,34422,6,YES,UPDATE_INSTALLMENT,,5737,1434.25,2024-02-08 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,24,1434.25,2,2024
MRE_AR_3161,MMOEI_19857062163,MSZHP_67897,MAGREE_31332,LD1524507123,14830,UPDATE_INSTALLMENT,19000,122394,37,YES,UPDATE_INSTALLMENT,,3308,490,2024-02-08 00:00:00,APPROVED,2024-02-08 00:00:00,Bulk Approved by Manager,,,0,490,2,2024
MRE_AR_3165,MMOEI_19816091816,MSZHP_186951,MAGREE_133338,LD2330420573,160847,TRANSFER_ARREARS,23500,3917,1,YES,TRANSFER_ARREARS,,3917,0,2024-02-08 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,0,0,2,2024
MRE_AR_3167,MMOEI_19566011923,MSZHP_52543,MAGREE_29444,LD1524570059,13979,UPDATE_INSTALLMENT,12674,21671,13,YES,UPDATE_INSTALLMENT,,1667,902.95,2024-02-09 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,24,902.95,2,2024
MRE_AR_3168,MMOEI_198130125555,MSZHP_108537,MAGREE_36019,LD1524503370,17670,UPDATE_INSTALLMENT,21000,39824,16,YES,UPDATE_INSTALLMENT,,2489,603.39,2024-02-10 00:00:00,APPROVED,2024-02-26 00:00:00,Bulk Approved by Manager,,,66,603.39,2,2024
MRE_AR_3170,MMOEI_19857072470,MSZHP_97642,MAGREE_33916,LD1524501834,15684,UPDATE_INSTALLMENT,46100,68010,15,YES,UPDATE_INSTALLMENT,,4534,1236.55,2024-02-10 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,55,1236.55,2,2024
MRE_AR_3171,MMOEI_19943047737,MSZHP_151720,MAGREE_109555,LD1735568064,112633,UPDATE_INSTALLMENT,39455,107844,19,YES,UPDATE_INSTALLMENT,,5676,1960.8,2024-02-10 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,55,1960.8,2,2024
MRE_AR_3173,MMOEI_198540110231,MSZHP_115144,MAGREE_44365,LD1814195916,105845,UPDATE_INSTALLMENT,23730,69342,26,YES,UPDATE_INSTALLMENT,,2667,1216.52,2024-02-10 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,57,1216.52,2,2024
MRE_AR_3174,MMOEI_19866032377,MSZHP_143359,MAGREE_109571,LD1929714894,123012,UPDATE_INSTALLMENT,26000,31608,6,YES,UPDATE_INSTALLMENT,,5268,535.72,2024-02-12 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,59,535.72,2,2024
MRE_AR_3175,MMOEI_19916032701,MSZHP_142027,MAGREE_45694,LD1818685877,116065,UPDATE_INSTALLMENT,31295,62192,13,YES,UPDATE_INSTALLMENT,,4784,956.8,2024-02-12 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,65,956.8,2,2024
MRE_AR_3176,MMOEI_1996610441,MSZHP_141478,MAGREE_47188,LD1828921809,117632,UPDATE_INSTALLMENT,30900,54604.35,9,YES,UPDATE_INSTALLMENT,,6067.15,110,2024-02-12 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,0,110,2,2024
MRE_AR_3177,MMOEI_1982610541,MSZHP_127108,MAGREE_37406,LD1616076520,104321,UPDATE_INSTALLMENT,29000,177419,37,YES,UPDATE_INSTALLMENT,,4851,1049,2024-02-12 00:00:00,APPROVED,2024-02-22 00:00:00,,,,0,1049,2,2024
MRE_AR_3179,MMOEI_19617071108,MSZHP_151050,MAGREE_112229,LD2007141852,126679,UPDATE_INSTALLMENT,24416,21016.38,5,YES,UPDATE_INSTALLMENT,,4070.19,500.39,2024-02-13 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,42,500.39,2,2024
MRE_AR_3180,MMOEI_1988309496,MSZHP_104482,MAGREE_35454,LD1524502927,17180,UPDATE_INSTALLMENT,22875,58005,15,YES,UPDATE_INSTALLMENT,,3867,574.3,2024-02-14 00:00:00,APPROVED,2024-02-15 00:00:00,Bulk Approved by Manager,,,101,574.3,2,2024
MRE_AR_3181,MMOEI_19786092095,MSZHP_56208,MAGREE_29185,LD1524501101,14003,UPDATE_INSTALLMENT,32000,64634,17,YES,UPDATE_INSTALLMENT,,3802,1795.4,2024-02-14 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,36,1795.4,2,2024
MRE_AR_3182,MMOEI_19927073653,MSZHP_153677,MAGREE_115017,LD2103397483,141266,UPDATE_INSTALLMENT,20000,13896,6,YES,UPDATE_INSTALLMENT,,2316,579,2024-02-14 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,24,579,2,2024
MRE_AR_3183,MMOEI_1991618271,MSZHP_138611,MAGREE_132610,LD1724732280,110563,UPDATE_INSTALLMENT,30100,15603,3,YES,UPDATE_INSTALLMENT,,5201,650.13,2024-02-15 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,24,650.13,2,2024
MRE_AR_3185,MMOEI_19937073284,MSZHP_149038,MAGREE_107613,LD1804430265,113710,UPDATE_INSTALLMENT,22698,122661,33,YES,UPDATE_INSTALLMENT,,3717,823.22,2024-02-15 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,149,823.22,2,2024
MRE_AR_3186,MMOEI_19926016717,MSZHP_164894,MAGREE_129309,LD2207589974,152115,UPDATE_INSTALLMENT,18000,22220,11,YES,UPDATE_INSTALLMENT,,2020,617.22,2024-02-15 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,36,617.22,2,2024
MRE_AR_3187,MMOEI_19893047311,MSZHP_147483,MAGREE_114820,LD2025919827,137197,UPDATE_INSTALLMENT,16839,33180,12,YES,UPDATE_INSTALLMENT,,2765,603.27,2024-02-15 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,55,603.27,2,2024
MRE_AR_3189,MMOEI_19877072284,MSZHP_151067,MAGREE_109325,LD1918435600,121286,UPDATE_INSTALLMENT,32695,50016,12,YES,UPDATE_INSTALLMENT,,4168,312.6,2024-02-16 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,160,312.6,2,2024
MRE_AR_3190,MMOEI_19666013757,MSZHP_15896,MAGREE_61554,LD1524587590,2875,UPDATE_INSTALLMENT,31136,60000.12,36,YES,UPDATE_INSTALLMENT,,1666.67,1666.67,2024-02-16 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,36,1666.67,2,2024
MRE_AR_3191,MMOEI_1980711820,MSZHP_120325,MAGREE_34573,LD1524502211,16261,UPDATE_INSTALLMENT,32800,119600,25,YES,UPDATE_INSTALLMENT,,4784,1777,2024-02-17 00:00:00,APPROVED,2024-02-26 00:00:00,Bulk Approved by Manager,,,67,1777,2,2024
MRE_AR_3193,MMOEI_19693052446,MSZHP_114936,MAGREE_110412,LD1619210240,104553,UPDATE_INSTALLMENT,27195,33921,9,YES,UPDATE_INSTALLMENT,,3769,942.25,2024-02-19 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,36,942.25,2,2024
MRE_AR_3194,MMOEI_19816014735,MSZHP_142144,MAGREE_116661,LD1821701640,116542,UPDATE_INSTALLMENT,28588,26352,6,YES,UPDATE_INSTALLMENT,,4392,732,2024-02-19 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,36,732,2,2024
MRE_AR_3196,MMOEI_1960618154,MSZHP_70392,MAGREE_84672,LD1524505788,11039,UPDATE_INSTALLMENT,18137,38704,16,YES,UPDATE_INSTALLMENT,,2419,604.75,2024-02-19 00:00:00,APPROVED,2024-05-27 00:00:00,Bulk Approved by Manager,,,64,604.75,2,2024
MRE_AR_3197,MMOEI_19827031096,MSZHP_143018,MAGREE_45353,LD1817910297,115917,UPDATE_INSTALLMENT,28144,28656,6,YES,UPDATE_INSTALLMENT,,4776,502.74,2024-02-19 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,57,502.74,2,2024
MRE_AR_3199,MMOEI_19857072917,MSZHP_115171,MAGREE_40362,LD1712287575,108581,UPDATE_INSTALLMENT,32700,32676,7,YES,UPDATE_INSTALLMENT,,4668,907.66,2024-02-20 00:00:00,APPROVED,2024-02-26 00:00:00,Bulk Approved by Manager,,,36,907.66,2,2024
MRE_AR_3202,MMOEI_19776091703,MSZHP_38934,MAGREE_69386,LD1524591071,6740,TRANSFER_ARREARS,31555,58410,22,YES,TRANSFER_ARREARS,,2655,0,2024-02-20 00:00:00,APPROVED,2024-02-28 00:00:00,Bulk Approved by Manager,,,0,0,2,2024
MRE_AR_3203,MMOEI_19887072395,MSZHP_90787,MAGREE_31580,LD1524501942,15858,UPDATE_INSTALLMENT,65500,87088,16,YES,UPDATE_INSTALLMENT,,5443,2419.11,2024-02-20 00:00:00,APPROVED,2024-02-22 00:00:00,,,,36,2419.11,2,2024
MRE_AR_3205,MMOEI_1994309652,MSZHP_139606,MAGREE_47382,LD1803900639,113551,UPDATE_INSTALLMENT,34400,112100,25,YES,UPDATE_INSTALLMENT,,4484,737.5,2024-02-21 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,152,737.5,3,2024
MRE_AR_3206,MMOEI_1977607839,MSZHP_42741,MAGREE_79758,LD1524595608,12745,UPDATE_INSTALLMENT,35700,76944,28,YES,UPDATE_INSTALLMENT,,2748,1012.42,2024-02-21 00:00:00,APPROVED,2024-02-22 00:00:00,Bulk Approved by Manager,,,76,1012.42,2,2024
MRE_AR_3208,MMOEI_1991708885,MSZHP_112077,MAGREE_34199,LD1524504247,18565,UPDATE_INSTALLMENT,37700,95863,17,YES,UPDATE_INSTALLMENT,,5639,1831,2024-02-21 00:00:00,APPROVED,2024-02-26 00:00:00,Bulk Approved by Manager,,,0,1831,2,2024
MRE_AR_3210,MMOEI_19837041520,MSZHP_145718,MAGREE_134894,LD1927654808,122654,UPDATE_INSTALLMENT,32700,9602,2,YES,UPDATE_INSTALLMENT,,4801,505.37,2024-02-22 00:00:00,APPROVED,2024-02-28 00:00:00,Bulk Approved by Manager,,,19,505.37,2,2024
MRE_AR_3211,MMOEI_19873047173,MSZHP_129315,MAGREE_117459,LD1703635413,107327,UPDATE_INSTALLMENT,22280,12396,4,YES,UPDATE_INSTALLMENT,,3099,826.4,2024-02-22 00:00:00,APPROVED,2024-02-26 00:00:00,Bulk Approved by Manager,,,15,826.4,2,2024
MRE_AR_3213,MMOEI_1982308357,MSZHP_118708,MAGREE_36730,LD1610900630,103755,UPDATE_INSTALLMENT,22693,24860,11,YES,UPDATE_INSTALLMENT,,2260,200.48,2024-02-23 00:00:00,APPROVED,2024-03-20 00:00:00,Bulk Approved by Manager,,,124,200.48,2,2024
MRE_AR_3215,MMOEI_19816026290,MSZHP_138038,MAGREE_45156,LD1814400393,115467,TRANSFER_ARREARS,18315,33138,7,YES,TRANSFER_ARREARS,,4734,0,2024-02-24 00:00:00,APPROVED,2024-03-13 00:00:00,Bulk Approved by Manager,,,0,0,3,2024
MRE_AR_3217,MMOEI_1991715778,MSZHP_129544,MAGREE_37723,LD1619634925,104643,UPDATE_INSTALLMENT,24680,7068,2,YES,UPDATE_INSTALLMENT,,3534,589,2024-02-26 00:00:00,APPROVED,2024-02-28 00:00:00,Bulk Approved by Manager,,,12,589,2,2024
MRE_AR_3218,MMOEI_19653042162,MSZHP_139871,MAGREE_107896,LD1904451048,119372,UPDATE_INSTALLMENT,15170,12645,5,YES,UPDATE_INSTALLMENT,,2529,505.8,2024-02-26 00:00:00,APPROVED,2024-02-28 00:00:00,Bulk Approved by Manager,,,25,505.8,2,2024
MRE_AR_3219,MMOEI_19887072717,MSZHP_111351,MAGREE_35736,LD1524504145,18463,UPDATE_INSTALLMENT,27100,311619,77,YES,UPDATE_INSTALLMENT,,4047,1250,2024-02-26 00:00:00,APPROVED,2024-11-11 00:00:00,Bulk Approved by Manager,,,0,1250,2,2024
MRE_AR_3220,MMOEI_19813045219,MSZHP_136125,MAGREE_41910,LD1729205498,111466,UPDATE_INSTALLMENT,30745,55220,11,YES,UPDATE_INSTALLMENT,,5020,1104.4,2024-02-27 00:00:00,APPROVED,2024-02-28 00:00:00,Bulk Approved by Manager,,,50,1104.4,2,2024
MRE_AR_3221,MMOEI_1984714494,MSZHP_114685,MAGREE_107611,LD1524501927,15830,UPDATE_INSTALLMENT,51000,92378,17,YES,UPDATE_INSTALLMENT,,5434,4618.9,2024-02-27 00:00:00,APPROVED,2024-03-01 00:00:00,Bulk Approved by Manager,,,20,4618.9,3,2024
MRE_AR_3224,MMOEI_19956093737,MSZHP_149553,MAGREE_108577,LD1918146203,121240,UPDATE_INSTALLMENT,21120,58599,17,YES,UPDATE_INSTALLMENT,,3447,781.32,2024-02-28 00:00:00,APPROVED,2024-03-01 00:00:00,Bulk Approved by Manager,,,75,781.32,3,2024
MRE_AR_3225,MMOEI_19915019193,MSZHP_149240,MAGREE_109594,LD1736119430,112766,UPDATE_INSTALLMENT,24985,84548,23,YES,UPDATE_INSTALLMENT,,3676,1286.6,2024-02-28 00:00:00,APPROVED,2024-05-17 00:00:00,Bulk Approved by Manager,,,60,1286.6,5,2024
MRE_AR_3226,MMOEI_19726014108,MSZHP_49365,MAGREE_74935,LD1524594275,10633,UPDATE_INSTALLMENT,25495,40066,13,YES,UPDATE_INSTALLMENT,,3082,1112.94,2024-02-28 00:00:00,APPROVED,2024-03-08 00:00:00,Bulk Approved by Manager,,,36,1112.94,3,2024
MRE_AR_3228,MMOEI_19867072416,MSZHP_145998,MAGREE_108405,LD1832364293,118109,UPDATE_INSTALLMENT,26055,114777,27,YES,UPDATE_INSTALLMENT,,4251,964.51,2024-02-29 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,119,964.51,3,2024
MRE_AR_3229,MMOEI_199240112508,MSZHP_164925,MAGREE_133053,LD2322936004,157670,UPDATE_INSTALLMENT,29515,18500,5,YES,UPDATE_INSTALLMENT,,3700,513.98,2024-02-29 00:00:00,APPROVED,2024-03-08 00:00:00,Bulk Approved by Manager,,,36,513.98,3,2024
MRE_AR_3231,MMOEI_19653017421,MSZHP_125166,MAGREE_36635,LD1609771944,103640,UPDATE_INSTALLMENT,25580,34112,8,YES,UPDATE_INSTALLMENT,,4264,852.8,2024-02-29 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,40,852.8,3,2024
MRE_AR_3233,MMOEI_19846092890,MSZHP_103445,MAGREE_35291,LD1524503806,18122,UPDATE_INSTALLMENT,20210,5991.67,2,YES,UPDATE_INSTALLMENT,,2876,544.69,2024-03-01 00:00:00,APPROVED,2024-03-12 00:00:00,Bulk Approved by Manager,,,11,544.69,3,2024
MRE_AR_3234,MMOEI_197730116165,MSZHP_138300,MAGREE_44091,LD1803950074,113629,UPDATE_INSTALLMENT,23925,8134,2,YES,UPDATE_INSTALLMENT,,4067,301.4,2024-03-01 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,27,301.4,3,2024
MRE_AR_3236,MMOEI_19906081663,MSZHP_146068,MAGREE_107580,LD1908008221,119924,UPDATE_INSTALLMENT,20500,110845,35,YES,UPDATE_INSTALLMENT,,3167,923.71,2024-03-02 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,120,923.71,3,2024
MRE_AR_3238,MMOEI_19896092841,MSZHP_100933,MAGREE_35821,LD1601193900,102562,TRANSFER_ARREARS,20725,332685.34,72,YES,TRANSFER_ARREARS,,4643,0,2024-03-03 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,0,0,3,2024
MRE_AR_3239,MMOEI_19887111134,MSZHP_144294,MAGREE_106463,LD1900745988,118832,UPDATE_INSTALLMENT,79300,52345,5,YES,UPDATE_INSTALLMENT,,10469,2181.04,2024-03-03 00:00:00,APPROVED,2024-03-08 00:00:00,Bulk Approved by Manager,,,24,2181.04,3,2024
MRE_AR_3242,MMOEI_19823054656,MSZHP_70119,MAGREE_33549,LD1524503917,18234,UPDATE_INSTALLMENT,35750,168722,29,YES,UPDATE_INSTALLMENT,,5818,1259.12,2024-03-04 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,0,1259.12,3,2024
MRE_AR_3243,MMOEI_1972613867,MSZHP_14772,MAGREE_63652,LD1524588486,3852,UPDATE_INSTALLMENT,21300,73348,44,YES,UPDATE_INSTALLMENT,,1667,596.32,2024-03-04 00:00:00,APPROVED,2024-03-15 00:00:00,Bulk Approved by Manager,,,123,596.32,3,2024
MRE_AR_3247,MMOEI_197120213755,MSZHP_183939,MAGREE_133296,LD2327502423,160618,UPDATE_INSTALLMENT,16475,8238,3,YES,UPDATE_INSTALLMENT,,2746,686.5,2024-03-04 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,12,686.5,3,2024
MRE_AR_3250,MMOEI_19837061596,MSZHP_55707,MAGREE_80665,LD1524506250,13058,UPDATE_INSTALLMENT,26900,67275,23,YES,UPDATE_INSTALLMENT,,2990,862.5,2024-03-05 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,78,862.5,3,2024
MRE_AR_3251,MMOEI_19896015996,MSZHP_164920,MAGREE_123974,LD2134105760,150220,TRANSFER_ARREARS,0,3674,1,YES,TRANSFER_ARREARS,,3674,0,2024-03-05 00:00:00,APPROVED,2024-03-07 00:00:00,Bulk Approved by Manager,,,0,0,3,2024
MRE_AR_3252,MMOEI_19853054717,MSZHP_72090,MAGREE_107066,LD1524503441,17745,UPDATE_INSTALLMENT,27664,5019,1,YES,UPDATE_INSTALLMENT,,5019,501.9,2024-03-05 00:00:00,APPROVED,2024-03-13 00:00:00,Bulk Approved by Manager,,,10,501.9,3,2024
